#Sample	GRFv
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	35.78
483	42.06
484	49.91
485	59.33
486	74.07
487	85.37
488	100.75
489	114.56
490	126.81
491	142.49
492	155.99
493	166.98
494	179.53
495	187.38
496	194.9
497	200.24
498	207.14
499	210.28
500	216.24
501	214.99
502	219.38
503	218.13
504	221.58
505	222.2
506	222.83
507	224.08
508	227.22
509	228.48
510	232.24
511	232.87
512	236.32
513	237.58
514	241.03
515	244.16
516	246.98
517	249.5
518	254.52
519	260.47
520	266.12
521	271.45
522	277.41
523	282.43
524	289.95
525	296.22
526	302.81
527	309.08
528	313.16
529	321.31
530	329.77
531	335.42
532	342.32
533	347.34
534	357.69
535	362.7
536	372.74
537	379.32
538	387.17
539	393.44
540	401.28
541	407.55
542	415.39
543	420.1
544	428.26
545	435.78
546	443.94
547	448.96
548	456.18
549	462.76
550	467.16
551	475.63
552	479.4
553	484.73
554	491.94
555	494.45
556	502.92
557	506.06
558	512.34
559	515.47
560	522.37
561	527.4
562	533.36
563	537.75
564	547.16
565	549.36
566	560.02
567	563.48
568	571.32
569	577.91
570	581.68
571	586.39
572	593.28
573	597.36
574	605.2
575	610.86
576	615.25
577	622.78
578	629.68
579	636.58
580	642.54
581	648.82
582	653.84
583	659.49
584	665.76
585	670.15
586	673.29
587	675.8
588	682.7
589	684.27
590	690.54
591	691.17
592	695.88
593	698.08
594	704.03
595	704.66
596	709.05
597	710.63
598	714.07
599	717.83
600	721.91
601	721.91
602	722.54
603	724.42
604	727.25
605	729.75
606	728.5
607	728.5
608	730.06
609	729.43
610	729.74
611	728.81
612	729.43
613	730.37
614	730.37
615	730.05
616	729.11
617	726.29
618	726.91
619	725.03
620	726.28
621	721.58
622	721.89
623	720.32
624	720.94
625	716.86
626	717.81
627	715.61
628	717.17
629	717.17
630	715.92
631	713.41
632	714.66
633	714.34
634	714.34
635	711.84
636	709.96
637	709.64
638	711.21
639	709.01
640	707.76
641	708.7
642	706.82
643	706.19
644	707.76
645	705.88
646	704.32
647	704.63
648	706.2
649	705.89
650	707.46
651	705.27
652	709.66
653	711.23
654	714.37
655	713.74
656	716.57
657	715.63
658	721.28
659	721.6
660	722.23
661	719.73
662	721.61
663	723.18
664	723.8
665	720.67
666	720.99
667	720.68
668	722.24
669	724.13
670	723.19
671	723.82
672	724.14
673	727.28
674	730.73
675	729.79
676	730.42
677	731.05
678	732.62
679	735.13
680	737.01
681	733.57
682	737.65
683	737.34
684	742.36
685	740.79
686	743.3
687	742.36
688	743.62
689	743.93
690	744.56
691	742.68
692	743.62
693	741.74
694	740.18
695	738.61
696	737.36
697	737.36
698	737.04
699	736.42
700	734.54
701	734.23
702	735.48
703	734.54
704	736.42
705	732.67
706	730.78
707	733.91
708	735.16
709	734.22
710	734.54
711	732.03
712	736.1
713	733.28
714	734.53
715	731.4
716	731.08
717	729.83
718	732.01
719	727.63
720	728.25
721	725.74
722	727.94
723	726.36
724	725.42
725	725.1
726	722.6
727	721.97
728	721.65
729	720.39
730	719.75
731	719.44
732	717.56
733	717.86
734	717.86
735	715.34
736	714.4
737	712.52
738	710.95
739	706.87
740	708.12
741	704.98
742	705.92
743	703.1
744	705.61
745	704.35
746	706.23
747	705.6
748	706.54
749	707.48
750	708.1
751	707.47
752	709.04
753	709.35
754	710.92
755	711.85
756	713.1
757	716.24
758	718.12
759	723.13
760	726.58
761	729.4
762	734.1
763	737.87
764	743.19
765	745.07
766	750.09
767	751.96
768	756.04
769	756.98
770	762.3
771	761.36
772	766.68
773	767
774	769.5
775	767.62
776	768.86
777	766.35
778	770.11
779	769.16
780	766.65
781	764.45
782	765.07
783	763.81
784	763.18
785	759.73
786	759.72
787	756.89
788	756.89
789	755.63
790	753.12
791	749.98
792	748.41
793	749.03
794	747.45
795	742.43
796	740.24
797	736.78
798	737.09
799	733.64
800	734.26
801	728.93
802	728.61
803	725.79
804	727.35
805	725.16
806	722.96
807	721.7
808	723.9
809	723.89
810	723.89
811	722.94
812	723.26
813	724.2
814	723.57
815	724.19
816	724.81
817	724.5
818	725.43
819	725.12
820	725.74
821	727.31
822	728.87
823	729.81
824	732.32
825	732.94
826	734.2
827	734.51
828	737.01
829	736.39
830	737.96
831	735.13
832	739.51
833	738.57
834	739.51
835	738.57
836	739.19
837	739.51
838	742.64
839	740.76
840	740.76
841	740.44
842	742.01
843	743.57
844	743.57
845	742.95
846	743.26
847	742.95
848	744.2
849	742.95
850	741.69
851	740.76
852	740.44
853	741.07
854	742.32
855	739.82
856	739.19
857	737.31
858	739.51
859	737.94
860	739.19
861	733.25
862	735.75
863	735.13
864	738.26
865	737.32
866	737.01
867	736.38
868	740.46
869	738.89
870	739.84
871	739.21
872	739.53
873	739.22
874	740.47
875	739.85
876	739.85
877	739.86
878	741.12
879	739.24
880	739.56
881	739.56
882	739.88
883	739.57
884	739.26
885	738.32
886	739.89
887	737.7
888	739.89
889	737.39
890	739.9
891	738.02
892	739.59
893	738.33
894	740.21
895	738.34
896	738.03
897	737.09
898	740.85
899	738.34
900	738.66
901	734.28
902	734.59
903	734.59
904	733.02
905	731.77
906	729.59
907	730.53
908	732.42
909	729.6
910	730.54
911	728.98
912	729.62
913	729.62
914	729.31
915	729.94
916	730.25
917	728.06
918	730.57
919	727.75
920	730.26
921	727.12
922	729.63
923	729.94
924	730.25
925	730.56
926	731.5
927	729.93
928	732.75
929	733.38
930	734.32
931	731.49
932	734
933	733.06
934	732.12
935	731.18
936	730.55
937	731.8
938	731.8
939	732.74
940	733.36
941	731.79
942	734.61
943	735.23
944	738.98
945	739.29
946	739.91
947	739.27
948	743.02
949	743.33
950	744.26
951	740.8
952	743.61
953	741.41
954	743.59
955	739.81
956	739.8
957	736.97
958	740.41
959	740.4
960	739.76
961	739.12
962	741.61
963	739.41
964	740.02
965	740.32
966	739.68
967	739.04
968	737.78
969	736.83
970	735.25
971	734.29
972	733.65
973	734.26
974	733.63
975	730.8
976	728.9
977	729.2
978	727.93
979	725.1
980	725.72
981	721.63
982	722.56
983	722.55
984	722.54
985	718.77
986	720.02
987	716.87
988	720.31
989	718.73
990	718.73
991	719.04
992	720.59
993	721.21
994	721.83
995	720.26
996	721.19
997	722.75
998	724
999	723.05
1000	724.61
1001	723.98
1002	726.8
1003	727.73
1004	728.98
1005	728.03
1006	727.4
1007	728.65
1008	733.03
1009	730.83
1010	733.34
1011	728.94
1012	734.26
1013	734.25
1014	735.19
1015	735.19
1016	733.93
1017	732.98
1018	737.67
1019	734.53
1020	736.09
1021	732.95
1022	733.57
1023	734.51
1024	733.87
1025	734.18
1026	731.04
1027	731.97
1028	732.9
1029	731.02
1030	731.32
1031	728.18
1032	727.55
1033	730.04
1034	729.72
1035	728.46
1036	728.46
1037	726.26
1038	728.45
1039	728.13
1040	731.57
1041	728.43
1042	730.62
1043	730.93
1044	735.63
1045	735.3
1046	735.61
1047	734.05
1048	739.06
1049	738.11
1050	739.67
1051	739.35
1052	740.92
1053	740.29
1054	740.92
1055	741.85
1056	742.47
1057	741.53
1058	743.1
1059	742.16
1060	742.78
1061	742.15
1062	741.21
1063	742.15
1064	742.15
1065	740.26
1066	741.2
1067	740.26
1068	739.32
1069	737.13
1070	737.75
1071	732.74
1072	734.93
1073	731.8
1074	733.37
1075	729.92
1076	730.54
1077	730.23
1078	731.17
1079	728.98
1080	729.92
1081	727.41
1082	728.35
1083	727.1
1084	727.41
1085	728.35
1086	725.84
1087	727.09
1088	727.72
1089	725.53
1090	726.78
1091	723.96
1092	724.9
1093	723.34
1094	722.71
1095	722.09
1096	721.77
1097	720.21
1098	721.15
1099	718.96
1100	720.84
1101	718.02
1102	719.91
1103	718.35
1104	719.61
1105	718.35
1106	718.98
1107	719.31
1108	720.57
1109	721.51
1110	723.09
1111	722.78
1112	724.98
1113	725.62
1114	726.26
1115	729.09
1116	728.78
1117	731.61
1118	733.19
1119	734.45
1120	736.97
1121	735.73
1122	742.33
1123	746.1
1124	748.94
1125	752.4
1126	754.6
1127	755.55
1128	759.94
1129	760.58
1130	761.84
1131	758.09
1132	760.29
1133	759.04
1134	762.18
1135	756.23
1136	754.67
1137	753.11
1138	754.05
1139	751.55
1140	751.24
1141	749.68
1142	746.55
1143	744.99
1144	744.99
1145	742.48
1146	739.98
1147	738.74
1148	738.11
1149	737.8
1150	735.61
1151	731.23
1152	732.49
1153	732.18
1154	732.18
1155	728.74
1156	729.99
1157	727.81
1158	730.95
1159	727.51
1160	729.08
1161	726.57
1162	728.46
1163	728.46
1164	729.09
1165	725.96
1166	726.91
1167	724.4
1168	727.85
1169	727.23
1170	728.8
1171	728.18
1172	727.24
1173	729.75
1174	730.38
1175	728.82
1176	729.14
1177	728.51
1178	731.34
1179	731.34
1180	729.46
1181	730.4
1182	730.72
1183	730.1
1184	732.6
1185	732.29
1186	734.8
1187	732.3
1188	735.12
1189	733.56
1190	733.56
1191	732.93
1192	733.56
1193	732.94
1194	733.26
1195	731.07
1196	732.64
1197	732.01
1198	733.58
1199	730.77
1200	730.77
1201	733.28
1202	732.03
1203	731.72
1204	733.29
1205	731.41
1206	731.1
1207	731.42
1208	732.05
1209	730.79
1210	730.8
1211	728.3
1212	728.62
1213	730.49
1214	730.18
1215	729.25
1216	728.62
1217	727.68
1218	730.81
1219	728.31
1220	728.62
1221	725.48
1222	729.88
1223	726.74
1224	728
1225	725.17
1226	725.17
1227	724.86
1228	725.81
1229	724.87
1230	727.37
1231	724.24
1232	727.37
1233	728.62
1234	728.31
1235	727.06
1236	727.06
1237	727.68
1238	728.93
1239	729.56
1240	730.5
1241	727.68
1242	727.37
1243	729.87
1244	731.44
1245	729.87
1246	730.5
1247	729.56
1248	732.38
1249	731.43
1250	732.37
1251	731.74
1252	734.56
1253	731.74
1254	735.19
1255	733.93
1256	736.12
1257	735.49
1258	738.31
1259	737.69
1260	738.63
1261	738
1262	738.94
1263	741.76
1264	740.82
1265	739.26
1266	739.26
1267	739.57
1268	740.19
1269	738.94
1270	740.19
1271	738.94
1272	736.74
1273	738
1274	739.25
1275	737.68
1276	739.24
1277	736.74
1278	739.56
1279	736.11
1280	736.42
1281	736.42
1282	737.67
1283	735.79
1284	736.42
1285	733.28
1286	735.79
1287	735.16
1288	736.1
1289	734.22
1290	734.53
1291	735.16
1292	735.79
1293	736.1
1294	736.41
1295	734.85
1296	733.59
1297	734.22
1298	736.41
1299	736.41
1300	734.85
1301	732.03
1302	734.53
1303	737.04
1304	736.1
1305	735.16
1306	735.48
1307	735.79
1308	739.24
1309	737.04
1310	737.99
1311	734.85
1312	737.36
1313	737.36
1314	739.24
1315	736.11
1316	736.74
1317	736.42
1318	739.24
1319	739.24
1320	739.24
1321	737.68
1322	737.99
1323	739.24
1324	739.24
1325	737.99
1326	738.3
1327	736.74
1328	737.05
1329	736.74
1330	736.42
1331	733.29
1332	736.11
1333	735.17
1334	735.8
1335	736.12
1336	734.86
1337	735.18
1338	736.74
1339	732.67
1340	735.8
1341	731.73
1342	735.49
1343	732.99
1344	733.3
1345	730.79
1346	731.73
1347	731.42
1348	732.36
1349	730.17
1350	730.8
1351	730.8
1352	731.74
1353	731.11
1354	732.06
1355	728.92
1356	730.8
1357	730.49
1358	731.12
1359	731.75
1360	730.81
1361	730.5
1362	732.38
1363	731.75
1364	732.38
1365	731.13
1366	733.01
1367	732.7
1368	732.38
1369	732.7
1370	733.01
1371	730.82
1372	733.33
1373	731.45
1374	734.27
1375	731.77
1376	732.4
1377	732.08
1378	734.28
1379	733.02
1380	735.53
1381	734.91
1382	733.34
1383	733.34
1384	735.54
1385	734.6
1386	732.72
1387	732.72
1388	734.91
1389	734.91
1390	733.04
1391	731.79
1392	733.67
1393	733.67
1394	732.73
1395	732.74
1396	732.74
1397	730.85
1398	731.48
1399	732.42
1400	733.37
1401	730.24
1402	731.49
1403	730.56
1404	733.38
1405	730.25
1406	731.19
1407	728.69
1408	731.2
1409	730.88
1410	733.71
1411	730.89
1412	731.21
1413	732.78
1414	733.09
1415	733.1
1416	732.47
1417	730.6
1418	732.49
1419	731.24
1420	731.55
1421	731.24
1422	733.13
1423	734.39
1424	733.77
1425	734.71
1426	737.22
1427	735.34
1428	738.16
1429	738.17
1430	737.86
1431	736.92
1432	739.75
1433	739.75
1434	740.7
1435	738.19
1436	739.45
1437	737.88
1438	739.77
1439	738.83
1440	740.72
1441	738.52
1442	738.84
1443	739.78
1444	741.03
1445	739.15
1446	737.59
1447	739.47
1448	739.47
1449	739.16
1450	737.59
1451	736.03
1452	736.97
1453	737.59
1454	737.6
1455	737.29
1456	736.98
1457	734.47
1458	737.91
1459	735.41
1460	737.29
1461	734.16
1462	737.61
1463	735.72
1464	738.55
1465	734.78
1466	735.1
1467	734.47
1468	735.1
1469	735.72
1470	736.35
1471	734.16
1472	734.47
1473	735.09
1474	736.35
1475	734.15
1476	733.53
1477	735.09
1478	736.03
1479	735.09
1480	732.27
1481	732.27
1482	733.52
1483	731.95
1484	731.95
1485	729.76
1486	730.38
1487	727.88
1488	730.69
1489	728.18
1490	728.5
1491	726.93
1492	727.24
1493	726.3
1494	727.86
1495	723.79
1496	725.67
1497	722.85
1498	722.85
1499	722.53
1500	721.27
1501	720.33
1502	718.14
1503	717.83
1504	717.82
1505	714.69
1506	714.06
1507	711.24
1508	710.61
1509	708.41
1510	704.02
1511	700.88
1512	697.43
1513	693.67
1514	692.41
1515	686.14
1516	684.57
1517	677.67
1518	676.42
1519	670.46
1520	667.95
1521	662.92
1522	656.34
1523	651.32
1524	647.24
1525	640.34
1526	635.63
1527	626.85
1528	623.4
1529	618.38
1530	610.85
1531	604.26
1532	596.42
1533	590.78
1534	582.93
1535	575.4
1536	568.81
1537	559.72
1538	554.69
1539	544.34
1540	536.81
1541	526.46
1542	519.56
1543	510.14
1544	504.8
1545	494.76
1546	490.36
1547	482.84
1548	479.69
1549	474.97
1550	473.71
1551	469.31
1552	469.31
1553	471.17
1554	475.25
1555	474.3
1556	479
1557	483.39
1558	490.28
1559	491.85
1560	494.66
1561	495.29
1562	496.54
1563	497.79
1564	497.16
1565	496.54
1566	497.79
1567	500.29
1568	505.93
1569	511.26
1570	514.08
1571	517.53
1572	523.8
1573	527.56
1574	535.09
1575	533.84
1576	538.85
1577	537.59
1578	540.41
1579	538.84
1580	537.58
1581	537.27
1582	539.76
1583	545.08
1584	554.48
1585	557.29
1586	563.55
1587	567.3
1588	573.88
1589	581.08
1590	582.01
1591	584.83
1592	589.21
1593	596.1
1594	602.04
1595	604.54
1596	610.81
1597	614.88
1598	623.65
1599	628.97
1600	632.1
1601	635.86
1602	641.82
1603	646.84
1604	654.98
1605	657.81
1606	666.59
1607	668.47
1608	678.51
1609	685.09
1610	694.81
1611	700.77
1612	711.42
1613	722.71
1614	735.88
1615	744.97
1616	758.45
1617	772.87
1618	789.49
1619	805.79
1620	824.92
1621	842.47
1622	863.48
1623	883.54
1624	902.35
1625	920.53
1626	939.96
1627	959.4
1628	981.65
1629	1000.45
1630	1020.21
1631	1035.25
1632	1054.68
1633	1069.1
1634	1085.72
1635	1094.81
1636	1109.24
1637	1117.39
1638	1129.3
1639	1136.5
1640	1147.17
1641	1154.38
1642	1160.97
1643	1167.55
1644	1172.25
1645	1173.83
1646	1178.53
1647	1180.1
1648	1184.8
1649	1188.25
1650	1192.33
1651	1196.41
1652	1199.23
1653	1204.24
1654	1211.14
1655	1217.09
1656	1226.18
1657	1235.89
1658	1249.05
1659	1258.77
1660	1270.99
1661	1282.59
1662	1295.44
1663	1303.9
1664	1318.94
1665	1328.34
1666	1342.45
1667	1351.86
1668	1364.39
1669	1373.48
1670	1383.2
1671	1390.1
1672	1398.25
1673	1405.45
1674	1412.35
1675	1415.48
1676	1420.81
1677	1423.63
1678	1425.81
1679	1430.2
1680	1430.51
1681	1429.25
1682	1429.87
1683	1430.18
1684	1430.8
1685	1427.03
1686	1425.78
1687	1424.21
1688	1423.89
1689	1421.38
1690	1418.56
1691	1418.55
1692	1420.12
1693	1419.81
1694	1425.45
1695	1422.95
1696	1427.65
1697	1428.27
1698	1432.98
1699	1435.18
1700	1436.12
1701	1438.31
1702	1442.39
1703	1443.01
1704	1444.58
1705	1442.7
1706	1446.46
1707	1445.83
1708	1448.65
1709	1448.34
1710	1447.4
1711	1448.02
1712	1449.59
1713	1450.22
1714	1450.21
1715	1447.39
1716	1449.26
1717	1448.95
1718	1448.32
1719	1442.98
1720	1437.65
1721	1433.57
1722	1429.8
1723	1420.08
1724	1413.18
1725	1397.5
1726	1386.21
1727	1367.72
1728	1349.22
1729	1322.27
1730	1294.37
1731	1257.39
1732	1219.46
1733	1171.2
1734	1114.16
1735	1042.4
1736	958.74
1737	861.29
1738	748.79
1739	625.63
1740	498.7
1741	370.82
1742	248.26
1743	150.47
1744	81.51
1745	40.14
1746	0
1747	0
1748	0
1749	0
1750	0
1751	0
1752	0
1753	0
1754	0
1755	0
1756	0
1757	0
1758	0
1759	0
1760	0
1761	0
1762	0
1763	0
1764	0
1765	0
1766	0
1767	0
1768	0
1769	0
1770	0
1771	0
1772	0
1773	0
1774	0
1775	0
1776	0
1777	0
1778	0
1779	0
1780	0
1781	0
1782	0
1783	0
1784	0
1785	0
1786	0
1787	0
1788	0
1789	0
1790	0
1791	0
1792	0
1793	0
1794	0
1795	0
1796	0
1797	0
1798	0
1799	0
1800	0
1801	0
1802	0
1803	0
1804	0
1805	0
1806	0
1807	0
1808	0
1809	0
1810	0
1811	0
1812	0
1813	0
1814	0
1815	0
1816	0
1817	0
1818	0
1819	0
1820	0
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	0
1830	0
1831	0
1832	0
1833	0
1834	0
1835	0
1836	0
1837	0
1838	0
1839	0
1840	0
1841	0
1842	0
1843	0
1844	0
1845	0
1846	0
1847	0
1848	0
1849	0
1850	0
1851	0
1852	0
1853	0
1854	0
1855	0
1856	0
1857	0
1858	0
1859	0
1860	0
1861	0
1862	0
1863	0
1864	0
1865	0
1866	0
1867	0
1868	0
1869	0
1870	0
1871	0
1872	0
1873	0
1874	0
1875	0
1876	0
1877	115.39
1878	233.99
1879	364.97
1880	590.12
1881	1075.99
1882	1192
1883	782.15
1884	710.1
1885	770.91
1886	855.88
1887	919.55
1888	974.1
1889	1033.37
1890	1075.36
1891	1107.01
1892	1161.54
1893	1247.4
1894	1434.27
1895	1727.16
1896	2390.34
1897	3072.67
1898	3360.21
1899	3844.45
1900	4013.89
1901	3815.16
1902	3626.27
1903	3374.83
1904	3113.96
1905	2857.18
1906	2625.23
1907	2428.14
1908	2270.29
1909	2153.24
1910	2076.69
1911	2036.22
1912	2012.37
1913	1993.55
1914	1977.86
1915	1955.9
1916	1935.51
1917	1911.35
1918	1889.39
1919	1867.11
1920	1845.16
1921	1824.77
1922	1809.41
1923	1792.48
1924	1775.87
1925	1755.49
1926	1729.79
1927	1700.02
1928	1664.59
1929	1619.44
1930	1569.27
1931	1512.21
1932	1452.62
1933	1389.58
1934	1326.85
1935	1256.59
1936	1188.53
1937	1113.25
1938	1038.92
1939	959.57
1940	881.79
1941	797.11
1942	717.45
1943	636.23
1944	558.45
1945	480.99
1946	408.85
1947	340.17
1948	281.85
1949	233.56
1950	189.04
1951	150.79
1952	120.69
1953	92.48
1954	67.08
1955	40.74
1956	0
1957	0
1958	0
1959	0
1960	0
1961	0
1962	0
1963	0
1964	0
1965	0
1966	0
1967	0
1968	0
1969	0
1970	0
1971	0
1972	0
1973	0
1974	0
1975	0
1976	0
1977	0
1978	0
1979	0
1980	0
1981	0
1982	31.64
1983	40.41
1984	53.89
1985	80.55
1986	112.87
1987	174.7
1988	265.11
1989	411.08
1990	597.55
1991	808.48
1992	1007.77
1993	1179.42
1994	1308.69
1995	1391.2
1996	1440.45
1997	1464.28
1998	1479.33
1999	1481.21
2000	1468.02
2001	1423.77
2002	1357.23
2003	1271.87
2004	1185.88
2005	1101.15
2006	1028.97
2007	961.81
2008	905.31
2009	857.29
2010	811.78
2011	775.38
2012	744.3
2013	715.11
2014	692.2
2015	670.86
2016	655.8
2017	645.45
2018	639.18
2019	636.66
2020	636.98
2021	638.23
2022	641.06
2023	643.25
2024	647.32
2025	645.75
2026	646.69
2027	645.74
2028	648.24
2029	643.85
2030	640.7
2031	635.06
2032	633.8
2033	628.46
2034	624.07
2035	619.36
2036	615.59
2037	611.52
2038	609.33
2039	608.07
2040	608.07
2041	607.76
2042	612.46
2043	616.54
2044	620.31
2045	624.7
2046	631.6
2047	636.93
2048	643.51
2049	646.97
2050	651.36
2051	655.75
2052	661.08
2053	664.84
2054	672.06
2055	673.32
2056	680.23
2057	687.45
2058	697.8
2059	705.02
2060	715.38
2061	723.24
2062	738.92
2063	748.96
2064	761.2
2065	771.56
2066	780.67
2067	787.26
2068	792.9
2069	795.09
2070	796.66
2071	796.66
2072	798.86
2073	796.66
2074	796.66
2075	794.77
2076	793.51
2077	790.06
2078	786.92
2079	781.9
2080	777.82
2081	772.17
2082	765.58
2083	762.13
2084	759
2085	751.46
2086	750.51
2087	746.12
2088	742.67
2089	738.59
2090	735.44
2091	730.42
2092	731.05
2093	726.34
2094	726.97
2095	723.51
2096	723.19
2097	721.31
2098	720.37
2099	719.75
2100	719.12
2101	720.06
2102	724.13
2103	724.76
2104	728.21
2105	728.21
2106	733.54
2107	736.05
2108	740.44
2109	743.27
2110	745.46
2111	747.96
2112	749.22
2113	750.16
2114	755.17
2115	752.03
2116	754.85
2117	754.53
2118	756.72
2119	754.84
2120	755.16
2121	753.58
2122	756.4
2123	755.15
2124	756.4
2125	754.83
2126	756.09
2127	755.14
2128	755.46
2129	758.28
2130	757.34
2131	759.54
2132	761.11
2133	762.36
2134	763.3
2135	763
2136	763.63
2137	763.63
2138	764.26
2139	760.81
2140	760.18
2141	757.05
2142	756.42
2143	751.41
2144	751.09
2145	743.25
2146	742.62
2147	734.47
2148	731.64
2149	725.05
2150	719.09
2151	713.76
2152	712.81
2153	705.91
2154	702.15
2155	696.5
2156	693.99
2157	690.85
2158	686.78
2159	685.83
2160	683.64
2161	682.69
2162	682.06
2163	682.07
2164	681.44
2165	680.19
2166	680.5
2167	683.32
2168	685.83
2169	687.09
2170	687.09
2171	688.03
2172	691.79
2173	692.42
2174	695.56
2175	695.56
2176	697.44
2177	698.7
2178	702.46
2179	700.9
2180	702.15
2181	700.27
2182	704.35
2183	705.29
2184	706.24
2185	704.99
2186	705.3
2187	706.56
2188	708.12
2189	709.07
2190	707.19
2191	708.76
2192	710.01
2193	709.7
2194	711.59
2195	710.02
2196	710.96
2197	710.96
2198	712.53
2199	713.48
2200	713.48
2201	711.91
2202	716.61
2203	714.11
2204	716.31
2205	713.49
2206	716.31
2207	716.63
2208	717.26
2209	714.44
2210	715.69
2211	713.5
2212	716.95
2213	716.32
2214	715.7
2215	713.82
2216	715.7
2217	713.19
2218	714.76
2219	713.82
2220	712.56
2221	713.19
2222	711.93
2223	711.31
2224	711.93
2225	707.54
2226	709.42
2227	709.42
2228	710.05
2229	709.73
2230	708.79
2231	709.42
2232	710.04
2233	707.54
2234	710.67
2235	706.6
2236	710.04
2237	708.48
2238	709.74
2239	708.48
2240	707.85
2241	708.17
2242	709.73
2243	706.6
2244	707.54
2245	705.97
2246	707.85
2247	704.72
2248	704.72
2249	705.97
2250	704.4
2251	704.4
2252	701.9
2253	702.21
2254	701.58
2255	699.7
2256	701.26
2257	700.33
2258	701.89
2259	701.26
2260	702.2
2261	702.2
2262	703.46
2263	702.2
2264	704.08
2265	701.26
2266	703.14
2267	700.32
2268	700.94
2269	701.57
2270	702.82
2271	699.06
2272	702.51
2273	702.2
2274	703.45
2275	702.51
2276	703.45
2277	704.08
2278	703.76
2279	705.32
2280	704.38
2281	703.75
2282	704.38
2283	705
2284	704.38
2285	704.68
2286	703.43
2287	706.56
2288	705.93
2289	704.99
2290	704.99
2291	705.3
2292	706.55
2293	704.36
2294	705.3
2295	702.16
2296	704.66
2297	704.35
2298	705.6
2299	702.78
2300	701.52
