#Sample	GRFv
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	37.64
702	51.76
703	63.99
704	79.68
705	98.81
706	118.26
707	135.51
708	150.57
709	163.12
710	178.8
711	194.48
712	212.99
713	228.05
714	241.85
715	256.28
716	271.96
717	280.44
718	289.23
719	294.88
720	301.15
721	305.86
722	313.07
723	316.84
724	324.69
725	328.77
726	338.81
727	347.28
728	357
729	365.48
730	374.58
731	382.11
732	393.72
733	403.76
734	414.42
735	423.21
736	434.82
737	446.74
738	459.29
739	470.58
740	484.7
741	499.13
742	513.56
743	527.36
744	540.85
745	554.65
746	573.16
747	584.45
748	598.56
749	608.61
750	618.33
751	629.94
752	639.66
753	646.25
754	652.84
755	657.23
756	665.08
757	666.65
758	671.98
759	671.98
760	673.55
761	670.42
762	671.37
763	669.8
764	667.6
765	663.53
766	659.14
767	655.38
768	652.24
769	644.4
770	641.89
771	638.45
772	635.31
773	631.86
774	627.79
775	625.28
776	628.1
777	624.33
778	624.96
779	619.01
780	619
781	622.13
782	619.94
783	619
784	618.06
785	616.8
786	619.3
787	614.91
788	615.54
789	612.41
790	609.58
791	609.26
792	608.32
793	605.18
794	604.87
795	602.67
796	603.92
797	602.04
798	601.1
799	599.85
800	596.71
801	593.89
802	596.71
803	597.33
804	598.27
805	597.65
806	602.35
807	603.61
808	608.3
809	608.93
810	613.32
811	617.4
812	620.54
813	624.93
814	628.07
815	630.57
816	636.84
817	637.16
818	640.93
819	640.93
820	643.12
821	645
822	645.63
823	644.69
824	646.88
825	643.43
826	645
827	644.37
828	644.68
829	644.05
830	643.42
831	643.1
832	644.99
833	642.16
834	641.84
835	638.08
836	638.7
837	635.56
838	634.31
839	632.42
840	633.05
841	634.92
842	636.49
843	635.55
844	633.98
845	632.42
846	637.43
847	636.8
848	638.05
849	636.8
850	637.11
851	638.05
852	637.73
853	638.04
854	640.55
855	634.28
856	636.79
857	634.29
858	633.66
859	631.78
860	641.16
861	637.71
862	637.7
863	644.27
864	648.65
865	641.43
866	635.16
867	624.5
868	616.34
869	607.24
870	601.58
871	598.74
872	600.29
873	598.08
874	597.12
875	596.47
876	604.92
877	609.61
878	619.94
879	629.66
880	642.19
881	660.05
882	673.21
883	686.38
884	698.92
885	706.44
886	717.1
887	720.54
888	726.5
889	728.06
890	727.75
891	726.81
892	725.23
893	720.53
894	717.07
895	708.6
896	703.9
897	695.11
898	686.01
899	678.16
900	669.37
901	659.64
902	651.48
903	640.82
904	632.97
905	624.8
906	619.77
907	613.81
908	610.67
909	608.15
910	608.46
911	612.53
912	619.42
913	624.75
914	631.33
915	641.05
916	653.9
917	662.05
918	672.09
919	679.31
920	686.52
921	692.48
922	696.86
923	695.61
924	696.24
925	691.86
926	689.97
927	686.84
928	682.13
929	676.49
930	672.1
931	666.46
932	664.89
933	661.12
934	657.04
935	652.34
936	649.83
937	648.58
938	649.51
939	645.74
940	645.43
941	643.86
942	644.79
943	643.54
944	641.03
945	639.45
946	643.53
947	642.58
948	645.09
949	644.15
950	645.72
951	648.54
952	652.3
953	653.55
954	655.12
955	655.12
956	658.25
957	657.94
958	659.82
959	658.88
960	660.76
961	658.88
962	658.57
963	658.26
964	657.94
965	655.44
966	656.37
967	656.69
968	658.25
969	656.37
970	658.25
971	658.56
972	659.81
973	658.56
974	658.87
975	658.87
976	660.12
977	660.43
978	661.06
979	656.67
980	656.67
981	658.23
982	659.8
983	657.61
984	656.98
985	657.3
986	661.05
987	658.54
988	660.74
989	657.6
990	657.29
991	657.6
992	658.86
993	657.29
994	656.97
995	655.09
996	656.03
997	652.9
998	652.58
999	650.7
1000	649.44
1001	647.56
1002	649.12
1003	648.5
1004	647.24
1005	645.67
1006	646.3
1007	647.86
1008	647.86
1009	643.16
1010	645.67
1011	645.67
1012	646.61
1013	647.55
1014	646.6
1015	645.66
1016	648.17
1017	647.86
1018	651.62
1019	650.36
1020	651.3
1021	653.18
1022	654.43
1023	652.86
1024	654.75
1025	653.18
1026	654.75
1027	652.24
1028	655.37
1029	653.81
1030	657.57
1031	657.26
1032	658.83
1033	659.46
1034	660.4
1035	661.03
1036	662.59
1037	662.91
1038	663.84
1039	660.39
1040	660.39
1041	659.45
1042	658.51
1043	657.89
1044	655.06
1045	652.87
1046	654.43
1047	653.81
1048	654.74
1049	651.61
1050	652.86
1051	655.06
1052	655.68
1053	655.05
1054	657.24
1055	655.67
1056	660.68
1057	659.75
1058	662.25
1059	662.25
1060	663.5
1061	664.75
1062	666.95
1063	664.44
1064	665.69
1065	663.19
1066	664.13
1067	663.5
1068	663.5
1069	659.73
1070	656.91
1071	656.29
1072	655.98
1073	654.72
1074	650.96
1075	648.14
1076	650.96
1077	649.71
1078	649.71
1079	647.2
1080	647.83
1081	650.65
1082	650.96
1083	650.64
1084	651.9
1085	649.08
1086	651.58
1087	652.21
1088	652.21
1089	651.27
1090	649.39
1091	650.33
1092	650.96
1093	648.77
1094	650.33
1095	647.82
1096	650.02
1097	648.14
1098	647.2
1099	645.01
1100	645.01
1101	642.19
1102	642.82
1103	641.25
1104	639.06
1105	636.56
1106	637.5
1107	635.31
1108	635.63
1109	631.87
1110	632.18
1111	634.07
1112	636.89
1113	637.52
1114	640.34
1115	641.59
1116	649.74
1117	652.87
1118	656.95
1119	659.14
1120	662.27
1121	665.09
1122	667.59
1123	667.59
1124	669.78
1125	666.34
1126	667.59
1127	667.59
1128	667.91
1129	665.08
1130	666.33
1131	664.14
1132	665.71
1133	661.32
1134	661.01
1135	659.75
1136	660.07
1137	656
1138	653.81
1139	649.12
1140	645.36
1141	644.74
1142	643.8
1143	640.36
1144	636.29
1145	630.97
1146	633.49
1147	630.04
1148	628.49
1149	625.36
1150	625.99
1151	626.62
1152	628.19
1153	627.26
1154	629.46
1155	631.66
1156	635.74
1157	639.51
1158	642.96
1159	645.79
1160	648.3
1161	647.37
1162	651.76
1163	651.77
1164	655.85
1165	656.16
1166	657.42
1167	656.8
1168	656.18
1169	650.54
1170	648.03
1171	643.65
1172	639.88
1173	632.99
1174	624.84
1175	616.69
1176	610.73
1177	602.9
1178	596.31
1179	584.08
1180	574.98
1181	566.83
1182	558.36
1183	548.95
1184	540.48
1185	528.25
1186	520.4
1187	507.86
1188	496.88
1189	485.59
1190	476.18
1191	465.83
1192	454.85
1193	442.62
1194	431.96
1195	418.16
1196	406.87
1197	395.58
1198	384.29
1199	370.18
1200	357.95
1201	341.03
1202	329.74
1203	312.82
1204	296.52
1205	281.16
1206	267.05
1207	252.32
1208	240.41
1209	222.55
1210	211.26
1211	201.23
1212	189.63
1213	179.6
1214	169.88
1215	163.62
1216	161.73
1217	158.91
1218	157.66
1219	154.84
1220	155.78
1221	156.1
1222	159.86
1223	162.36
1224	168.32
1225	171.14
1226	175.21
1227	175.21
1228	176.15
1229	174.89
1230	175.83
1231	170.82
1232	175.52
1233	175.84
1234	178.66
1235	180.85
1236	187.75
1237	193.39
1238	204.99
1239	210.64
1240	224.75
1241	236.03
1242	250.45
1243	262.98
1244	273.33
1245	283.04
1246	295.89
1247	302.79
1248	316.26
1249	325.35
1250	341.33
1251	361.08
1252	385.22
1253	414.05
1254	450.73
1255	490.53
1256	538.49
1257	592.39
1258	652.88
1259	719.01
1260	785.44
1261	846.55
1262	904.84
1263	952.16
1264	995.72
1265	1031.14
1266	1059.97
1267	1084.1
1268	1103.83
1269	1115.73
1270	1129.52
1271	1144.55
1272	1164.28
1273	1192.48
1274	1223.81
1275	1257.34
1276	1299.64
1277	1336
1278	1374.54
1279	1410.58
1280	1450.38
1281	1491.43
1282	1530.92
1283	1571.65
1284	1613.33
1285	1651.23
1286	1687.26
1287	1718.9
1288	1744.89
1289	1765.24
1290	1777.74
1291	1781.79
1292	1783.01
1293	1777.66
1294	1772.3
1295	1765.69
1296	1762.22
1297	1756.24
1298	1751.51
1299	1740.84
1300	1732.98
1301	1722.31
1302	1716.65
1303	1708.48
1304	1701.25
1305	1696.21
1306	1694.64
1307	1689.93
1308	1688.98
1309	1681.45
1310	1679.57
1311	1674.87
1312	1672.05
1313	1665.78
1314	1660.46
1315	1655.14
1316	1653.57
1317	1645.43
1318	1638.53
1319	1628.51
1320	1617.86
1321	1605.96
1322	1596.87
1323	1587.16
1324	1583.4
1325	1574.95
1326	1569.32
1327	1563.69
1328	1560.25
1329	1557.13
1330	1556.51
1331	1559.96
1332	1566.55
1333	1569.06
1334	1578.16
1335	1586.63
1336	1601.36
1337	1611.39
1338	1623.92
1339	1631.45
1340	1640.53
1341	1649.94
1342	1656.83
1343	1661.52
1344	1665.28
1345	1664.96
1346	1668.72
1347	1662.15
1348	1655.57
1349	1645.23
1350	1631.45
1351	1612.33
1352	1588.21
1353	1555.95
1354	1519.62
1355	1472.63
1356	1421.26
1357	1360.8
1358	1289.7
1359	1207.31
1360	1113.33
1361	1009.33
1362	884.96
1363	736.17
1364	559.48
1365	375.25
1366	233.9
1367	136.41
1368	82.8
1369	32.01
1370	0
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	0
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1517	0
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	0
1548	0
1549	0
1550	0
1551	0
1552	0
1553	0
1554	0
1555	0
1556	0
1557	0
1558	727.86
1559	5779.42
1560	9510.62
1561	6643.69
1562	4207.3
1563	3105.77
1564	5327.58
1565	11217.46
1566	5562.72
1567	3670.2
1568	3119.92
1569	2871.87
1570	2698.81
1571	2717.59
1572	2796.51
1573	2815.8
1574	2633.56
1575	2512.67
1576	2415.22
1577	2442.46
1578	2522.34
1579	2508.51
1580	2434.78
1581	2337.5
1582	2226.41
1583	2081.19
1584	1908.76
1585	1726.98
1586	1550.2
1587	1376.86
1588	1222.32
1589	1080.34
1590	950.59
1591	840.28
1592	732.78
1593	630.91
1594	531.86
1595	438.44
1596	356.92
1597	277.59
1598	211.1
1599	147.42
1600	93.47
1601	53
1602	30.73
1603	0
1604	0
1605	0
1606	0
1607	0
1608	0
1609	0
1610	0
1611	0
1612	0
1613	0
1614	0
1615	0
1616	0
1617	0
1618	0
1619	34.82
1620	0
1621	0
1622	0
1623	0
1624	0
1625	0
1626	0
1627	0
1628	0
1629	0
1630	0
1631	0
1632	0
1633	0
1634	0
1635	0
1636	0
1637	0
1638	0
1639	0
1640	0
1641	43.9
1642	67.42
1643	97.85
1644	159.97
1645	213.95
1646	294.26
1647	398.43
1648	525.83
1649	658.27
1650	808.89
1651	931.58
1652	1041.05
1653	1151.7
1654	1261.37
1655	1366.01
1656	1462.18
1657	1526.08
1658	1553.31
1659	1542.32
1660	1499.04
1661	1433.52
1662	1355.47
1663	1273.66
1664	1195.29
1665	1118.17
1666	1045.12
1667	973.94
1668	905.59
1669	845.71
1670	792.09
1671	743.8
1672	704.6
1673	667.91
1674	638.42
1675	614.27
1676	593.88
1677	580.08
1678	573.48
1679	563.75
1680	563.43
1681	564.37
1682	569.08
1683	574.73
1684	583.51
1685	596.36
1686	612.66
1687	627.72
1688	644.03
1689	657.21
1690	671.02
1691	688.91
1692	703.98
1693	716.55
1694	730.69
1695	739.5
1696	747.68
1697	749.27
1698	748.66
1699	744.91
1700	741.17
1701	731.15
1702	725.2
1703	711.42
1704	701.7
1705	689.16
1706	675.36
1707	661.25
1708	646.83
1709	631.15
1710	623.93
1711	613.9
1712	611.69
1713	610.12
1714	610.75
1715	615.15
1716	623.93
1717	630.83
1718	641.81
1719	646.51
1720	655.92
1721	667.53
1722	676
1723	684.78
1724	690.75
1725	695.13
1726	699.84
1727	701.09
1728	702.35
1729	702.35
1730	701.09
1731	700.77
1732	699.83
1733	696.06
1734	693.86
1735	690.1
1736	684.45
1737	678.8
1738	670.33
1739	659.98
1740	654.01
1741	642.09
1742	638.33
1743	629.54
1744	622.95
1745	616.68
1746	614.16
1747	610.09
1748	606.95
1749	600.68
1750	600.98
1751	601.61
1752	605.06
1753	607.56
1754	607.57
1755	607.57
1756	604.43
1757	594.38
1758	585.59
1759	569.59
1760	553.59
1761	535.7
1762	519.7
1763	498.04
1764	481.72
1765	464.78
1766	448.46
1767	430.58
1768	414.58
1769	402.34
1770	390.41
1771	378.18
1772	370.96
1773	361.55
1774	355.59
1775	351.83
1776	352.45
1777	351.51
1778	353.08
1779	354.34
1780	363.44
1781	373.16
1782	385.08
1783	394.81
1784	399.83
1785	407.05
1786	413.32
1787	411.44
1788	410.49
1789	401.39
1790	394.48
1791	381.31
1792	363.42
1793	341.45
1794	319.48
1795	293.43
1796	269.57
1797	239.77
1798	214.66
1799	190.18
1800	166.96
1801	147.18
1802	131.17
1803	112.66
1804	95.71
1805	84.42
1806	72.8
1807	63.71
1808	54.28
1809	42.37
1810	38.29
1811	0
1812	0
1813	0
1814	0
1815	0
1816	0
1817	0
1818	0
1819	0
1820	0
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	0
1830	0
1831	0
1832	0
1833	0
1834	0
1835	0
1836	0
1837	0
1838	0
1839	0
1840	0
1841	0
1842	0
1843	0
1844	0
1845	0
1846	0
1847	0
1848	0
1849	0
1850	0
1851	0
1852	0
1853	0
1854	0
1855	0
1856	0
1857	0
1858	0
1859	0
1860	0
1861	0
1862	0
1863	0
1864	0
1865	0
1866	0
1867	0
1868	0
1869	0
1870	0
1871	0
1872	0
1873	0
1874	0
1875	0
1876	0
1877	0
1878	0
1879	0
1880	0
1881	0
1882	0
1883	0
1884	0
1885	0
1886	0
1887	0
1888	0
1889	0
1890	0
1891	0
1892	0
1893	0
1894	0
1895	0
1896	0
1897	0
1898	0
1899	0
1900	0
1901	0
1902	0
1903	0
1904	0
1905	0
1906	0
1907	0
1908	0
1909	0
1910	0
1911	0
1912	0
1913	0
1914	0
1915	0
1916	0
1917	0
1918	0
1919	0
1920	0
1921	0
1922	0
1923	0
1924	0
1925	0
1926	0
1927	0
1928	0
1929	0
1930	0
1931	0
1932	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	0
1939	0
1940	0
1941	0
1942	0
1943	0
1944	0
1945	0
1946	0
1947	0
1948	0
1949	0
1950	0
1951	0
1952	0
1953	0
1954	0
1955	0
1956	0
1957	0
1958	0
1959	0
1960	0
1961	0
1962	0
1963	0
1964	0
1965	0
1966	0
1967	0
1968	0
1969	0
1970	0
1971	0
1972	0
1973	0
1974	0
1975	0
1976	0
1977	0
1978	0
1979	0
1980	0
1981	0
1982	0
1983	0
1984	0
1985	0
1986	0
1987	0
1988	0
1989	0
1990	0
1991	0
1992	0
1993	0
1994	0
1995	0
1996	0
1997	0
1998	0
1999	0
2000	0
2001	0
2002	0
2003	0
2004	0
2005	0
2006	0
2007	0
2008	0
2009	0
2010	0
2011	0
2012	0
2013	0
2014	0
2015	0
2016	0
2017	0
2018	0
2019	0
2020	0
2021	0
2022	0
2023	0
2024	0
2025	0
2026	0
2027	0
2028	0
2029	0
2030	0
2031	0
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	0
2039	0
2040	0
2041	0
2042	0
2043	0
2044	0
2045	0
2046	0
2047	0
2048	0
2049	0
2050	0
2051	0
2052	0
2053	0
2054	0
2055	0
2056	0
2057	0
2058	0
2059	0
2060	0
2061	0
2062	0
2063	0
2064	0
2065	0
2066	0
2067	0
2068	0
2069	0
2070	0
2071	0
2072	0
2073	0
2074	0
2075	0
2076	0
2077	0
2078	0
2079	0
2080	0
2081	0
2082	0
2083	0
2084	0
2085	0
2086	0
2087	0
2088	0
2089	0
2090	0
2091	0
2092	0
2093	0
2094	0
2095	0
2096	0
2097	0
2098	0
2099	0
2100	0
2101	0
2102	0
2103	0
2104	0
2105	0
2106	0
2107	0
2108	0
2109	0
2110	0
2111	0
2112	0
2113	0
2114	0
2115	0
2116	0
2117	0
2118	0
2119	0
2120	0
2121	0
2122	0
2123	0
2124	0
2125	0
2126	0
2127	0
2128	0
2129	0
2130	0
2131	0
2132	0
2133	0
2134	0
2135	0
2136	0
2137	0
2138	0
2139	0
2140	0
2141	0
2142	0
2143	0
2144	0
2145	0
2146	0
2147	0
2148	0
2149	0
2150	0
2151	0
2152	0
2153	0
2154	0
2155	0
2156	0
2157	0
2158	0
2159	0
2160	0
2161	0
2162	0
2163	0
2164	0
2165	0
2166	0
2167	0
2168	0
2169	0
2170	0
2171	0
2172	0
2173	0
2174	0
2175	0
2176	0
2177	0
2178	0
2179	0
2180	0
2181	0
2182	0
2183	0
2184	0
2185	0
2186	0
2187	0
2188	0
2189	0
2190	0
2191	0
2192	0
2193	0
2194	0
2195	0
2196	0
2197	0
2198	0
2199	0
2200	0
2201	0
2202	0
2203	0
2204	0
2205	0
2206	0
2207	0
2208	0
2209	0
2210	0
2211	0
2212	0
2213	0
2214	0
2215	0
2216	0
2217	0
2218	0
2219	0
2220	0
2221	0
2222	0
2223	0
2224	0
2225	0
2226	0
2227	0
2228	0
2229	0
2230	0
2231	0
2232	0
2233	0
2234	0
2235	0
2236	0
2237	0
2238	0
2239	0
2240	0
2241	0
2242	0
2243	0
2244	0
2245	0
2246	0
2247	0
2248	0
2249	0
2250	0
2251	0
2252	0
2253	0
2254	0
2255	0
2256	0
2257	0
2258	0
2259	0
2260	0
2261	0
2262	0
2263	0
2264	0
2265	0
2266	0
2267	0
2268	0
2269	0
2270	0
2271	0
2272	0
2273	0
2274	0
2275	0
2276	0
2277	0
2278	0
2279	0
2280	0
2281	0
2282	0
2283	0
2284	0
2285	0
2286	0
2287	0
2288	0
2289	0
2290	0
2291	0
2292	0
2293	0
2294	0
2295	0
2296	0
2297	0
2298	0
2299	0
2300	0
2301	0
2302	0
2303	0
2304	0
2305	0
2306	0
2307	0
2308	0
2309	0
2310	0
2311	0
2312	0
2313	0
2314	0
2315	0
2316	0
2317	0
2318	0
2319	0
2320	0
2321	0
2322	0
2323	0
2324	0
2325	0
2326	0
2327	0
2328	0
2329	0
2330	0
2331	0
2332	0
2333	0
2334	0
2335	0
2336	0
2337	0
2338	0
2339	0
2340	0
2341	0
2342	0
2343	0
2344	0
2345	0
2346	0
2347	0
2348	0
2349	0
2350	0
2351	0
2352	0
2353	0
2354	0
2355	0
2356	0
2357	0
2358	0
2359	0
2360	0
2361	0
2362	0
2363	0
2364	0
2365	0
2366	0
2367	0
2368	0
2369	0
2370	0
2371	0
2372	0
2373	0
2374	0
2375	0
2376	0
2377	0
2378	0
2379	0
2380	0
2381	0
2382	0
2383	0
2384	0
2385	0
2386	0
2387	0
2388	0
2389	0
2390	0
2391	0
2392	0
2393	0
2394	0
2395	0
2396	0
2397	0
2398	0
2399	0
2400	0
2401	0
2402	0
2403	0
2404	0
2405	0
2406	0
2407	0
2408	0
2409	0
2410	0
2411	0
2412	0
2413	0
2414	0
2415	0
2416	0
2417	0
2418	0
2419	0
2420	0
2421	0
2422	0
2423	0
2424	0
2425	0
2426	0
2427	0
2428	0
2429	0
2430	0
2431	0
2432	0
2433	0
2434	0
2435	0
2436	0
2437	0
2438	0
2439	0
2440	0
2441	0
2442	0
2443	0
2444	0
2445	0
2446	0
2447	0
2448	0
2449	0
2450	0
2451	0
2452	0
2453	0
2454	0
2455	0
2456	0
2457	0
2458	0
2459	0
2460	0
2461	0
2462	0
2463	0
2464	0
2465	0
2466	0
2467	0
2468	0
2469	0
2470	0
2471	0
2472	0
2473	0
2474	0
2475	0
2476	0
2477	0
2478	0
2479	0
2480	0
2481	0
2482	0
2483	0
2484	0
2485	0
2486	0
2487	0
2488	0
2489	0
2490	0
2491	0
2492	0
2493	0
2494	0
2495	0
2496	0
2497	0
2498	0
2499	0
2500	0
2501	0
2502	0
2503	0
2504	0
2505	0
2506	0
2507	0
2508	0
2509	0
2510	0
2511	0
2512	0
2513	0
2514	0
2515	0
2516	0
2517	0
2518	0
2519	0
2520	0
2521	0
2522	0
2523	0
2524	0
2525	0
2526	0
2527	0
2528	0
2529	0
2530	0
2531	0
2532	0
2533	0
2534	0
2535	0
2536	0
2537	0
2538	0
2539	0
2540	0
2541	0
2542	0
2543	0
2544	0
2545	0
2546	0
2547	0
2548	0
2549	0
2550	0
2551	0
2552	0
2553	0
2554	0
2555	0
2556	0
2557	0
2558	0
2559	0
2560	0
2561	0
2562	0
2563	0
2564	0
2565	0
2566	0
2567	0
2568	0
2569	0
2570	0
2571	0
2572	0
2573	0
2574	0
2575	0
2576	0
2577	0
2578	0
